"Step","Apr27_00-00-40_g1 - Episode/terrain_level","Apr27_00-00-40_g1 - Episode/terrain_level__MIN","Apr27_00-00-40_g1 - Episode/terrain_level__MAX","Apr26_21-08-25_g1 - Episode/terrain_level","Apr26_21-08-25_g1 - Episode/terrain_level__MIN","Apr26_21-08-25_g1 - Episode/terrain_level__MAX","Apr25_21-00-24_g1 - Episode/terrain_level","Apr25_21-00-24_g1 - Episode/terrain_level__MIN","Apr25_21-00-24_g1 - Episode/terrain_level__MAX"
"34258","2.6023865","2.6023865","2.6023865","2.6104228","2.6104228","2.6104228","2.559428","2.559428","2.559428"
"34290","2.6038616","2.6038616","2.6038616","2.6106975","2.6106975","2.6106975","2.5602622","2.5602622","2.5602622"
"34322","2.6071575","2.6071575","2.6071575","2.611847","2.611847","2.611847","2.5626934","2.5626934","2.5626934"
"34354","2.6106262","2.6106262","2.6106262","2.6134746","2.6134746","2.6134746","2.5661216","2.5661216","2.5661216"
"34386","2.6127422","2.6127422","2.6127422","2.6139731","2.6139731","2.6139731","2.5675762","2.5675762","2.5675762"
"34418","2.6137187","2.6137187","2.6137187","2.6142478","2.6142478","2.6142478","2.5645854","2.5645854","2.5645854"
"34450","2.615387","2.615387","2.615387","2.6156006","2.6156006","2.6156006","2.5638938","2.5638938","2.5638938"
"34482","2.6156414","2.6156414","2.6156414","2.6160583","2.6160583","2.6160583","2.5640564","2.5640564","2.5640564"
"34514","2.6159363","2.6159363","2.6159363","2.6222534","2.6222534","2.6222534","2.5664673","2.5664673","2.5664673"
"34546","2.6168823","2.6168823","2.6168823","2.6336975","2.6336975","2.6336975","2.5739849","2.5739849","2.5739849"
"34578","2.6175842","2.6175842","2.6175842","2.6352336","2.6352336","2.6352336","2.5744934","2.5744934","2.5744934"
"34610","2.6203513","2.6203513","2.6203513","2.6359355","2.6359355","2.6359355","2.575399","2.575399","2.575399"
"34642","2.6233826","2.6233826","2.6233826","2.637329","2.637329","2.637329","2.5740561","2.5740561","2.5740561"
"34674","2.6236777","2.6236777","2.6236777","2.6393535","2.6393535","2.6393535","2.574046","2.574046","2.574046"
"34706","2.6251426","2.6251426","2.6251426","2.6466675","2.6466675","2.6466675","2.5789185","2.5789185","2.5789185"
"34738","2.6610413","2.6610413","2.6610413","2.688385","2.688385","2.688385","2.607717","2.607717","2.607717"
"34770","2.6759238","2.6759238","2.6759238","2.699575","2.699575","2.699575","2.624817","2.624817","2.624817"
"34802","2.6820068","2.6820068","2.6820068","2.7031353","2.7031353","2.7031353","2.6282654","2.6282654","2.6282654"
"34834","2.6830955","2.6830955","2.6830955","2.704234","2.704234","2.704234","2.6295574","2.6295574","2.6295574"
"34866","2.6836243","2.6836243","2.6836243","2.705363","2.705363","2.705363","2.628947","2.628947","2.628947"
"34898","2.6848247","2.6848247","2.6848247","2.7071128","2.7071128","2.7071128","2.627584","2.627584","2.627584"
"34930","2.6906638","2.6906638","2.6906638","2.735545","2.735545","2.735545","2.6314087","2.6314087","2.6314087"
"34962","2.692617","2.692617","2.692617","2.755951","2.755951","2.755951","2.6358237","2.6358237","2.6358237"
"34994","2.6956584","2.6956584","2.6956584","2.7610474","2.7610474","2.7610474","2.6384177","2.6384177","2.6384177"
"35026","2.6966147","2.6966147","2.6966147","2.7633872","2.7633872","2.7633872","2.6400757","2.6400757","2.6400757"
"35058","2.697225","2.697225","2.697225","2.7632651","2.7632651","2.7632651","2.639038","2.639038","2.639038"
"35090","2.69869","2.69869","2.69869","2.7621665","2.7621665","2.7621665","2.6395164","2.6395164","2.6395164"
"35122","2.7058005","2.7058005","2.7058005","2.7736816","2.7736816","2.7736816","2.6405742","2.6405742","2.6405742"
"35154","2.716909","2.716909","2.716909","2.7867026","2.7867026","2.7867026","2.645742","2.645742","2.645742"
"35186","2.7208354","2.7208354","2.7208354","2.7933452","2.7933452","2.7933452","2.6488647","2.6488647","2.6488647"
"35218","2.7228599","2.7228599","2.7228599","2.7932944","2.7932944","2.7932944","2.650584","2.650584","2.650584"
"35250","2.7240195","2.7240195","2.7240195","2.7941184","2.7941184","2.7941184","2.6513877","2.6513877","2.6513877"
"35282","2.724752","2.724752","2.724752","2.7947083","2.7947083","2.7947083","2.6525676","2.6525676","2.6525676"
"35314","2.7424521","2.7424521","2.7424521","2.8075562","2.8075562","2.8075562","2.660319","2.660319","2.660319"
"35346","2.7973938","2.7973938","2.7973938","2.8336082","2.8336082","2.8336082","2.7052104","2.7052104","2.7052104"
"35378","2.8146567","2.8146567","2.8146567","2.8429973","2.8429973","2.8429973","2.7195334","2.7195334","2.7195334"
"35410","2.8205974","2.8205974","2.8205974","2.847036","2.847036","2.847036","2.724172","2.724172","2.724172"
"35442","2.8206482","2.8206482","2.8206482","2.8478394","2.8478394","2.8478394","2.725993","2.725993","2.725993"
"35474","2.8218284","2.8218284","2.8218284","2.8491416","2.8491416","2.8491416","2.726593","2.726593","2.726593"
"35506","2.8243103","2.8243103","2.8243103","2.8460388","2.8460388","2.8460388","2.7250671","2.7250671","2.7250671"
"35538","2.825531","2.825531","2.825531","2.8238628","2.8238628","2.8238628","2.6964722","2.6964722","2.6964722"
"35570","2.826284","2.826284","2.826284","2.8194683","2.8194683","2.8194683","2.6741233","2.6741233","2.6741233"
"35602","2.8253276","2.8253276","2.8253276","2.819041","2.819041","2.819041","2.668264","2.668264","2.668264"
"35634","2.8256633","2.8256633","2.8256633","2.818634","2.818634","2.818634","2.6688945","2.6688945","2.6688945"
"35666","2.82664","2.82664","2.82664","2.8198447","2.8198447","2.8198447","2.6689758","2.6689758","2.6689758"
"35698","2.8283184","2.8283184","2.8283184","2.8208313","2.8208313","2.8208313","2.6687114","2.6687114","2.6687114"
"35730","2.8646343","2.8646343","2.8646343","2.8376262","2.8376262","2.8376262","2.6788738","2.6788738","2.6788738"
"35762","2.899109","2.899109","2.899109","2.8469036","2.8469036","2.8469036","2.6860251","2.6860251","2.6860251"
"35794","2.9033813","2.9033813","2.9033813","2.847921","2.847921","2.847921","2.6884665","2.6884665","2.6884665"
"35826","2.9060771","2.9060771","2.9060771","2.8483684","2.8483684","2.8483684","2.6875205","2.6875205","2.6875205"
"35858","2.9082541","2.9082541","2.9082541","2.8486838","2.8486838","2.8486838","2.6878154","2.6878154","2.6878154"
"35890","2.9104412","2.9104412","2.9104412","2.8480225","2.8480225","2.8480225","2.68749","2.68749","2.68749"
"35922","2.9122314","2.9122314","2.9122314","2.8500977","2.8500977","2.8500977","2.6890056","2.6890056","2.6890056"
"35954","2.91567","2.91567","2.91567","2.8511863","2.8511863","2.8511863","2.6913352","2.6913352","2.6913352"
"35986","2.9189148","2.9189148","2.9189148","2.8516846","2.8516846","2.8516846","2.6919353","2.6919353","2.6919353"
"36018","2.9197388","2.9197388","2.9197388","2.852702","2.852702","2.852702","2.69281","2.69281","2.69281"
"36050","2.9210815","2.9210815","2.9210815","2.8534546","2.8534546","2.8534546","2.6928916","2.6928916","2.6928916"
"36082","2.9209495","2.9209495","2.9209495","2.854594","2.854594","2.854594","2.6945903","2.6945903","2.6945903"
"36114","2.9234924","2.9234924","2.9234924","2.8566794","2.8566794","2.8566794","2.6968791","2.6968791","2.6968791"
"36146","2.9246318","2.9246318","2.9246318","2.8634238","2.8634238","2.8634238","2.7043152","2.7043152","2.7043152"
"36178","2.9264019","2.9264019","2.9264019","2.8655906","2.8655906","2.8655906","2.7049968","2.7049968","2.7049968"
"36210","2.9282837","2.9282837","2.9282837","2.866923","2.866923","2.866923","2.705007","2.705007","2.705007"
"36242","2.9302979","2.9302979","2.9302979","2.8683472","2.8683472","2.8683472","2.7059836","2.7059836","2.7059836"
"36274","2.9316406","2.9316406","2.9316406","2.8702495","2.8702495","2.8702495","2.7066245","2.7066245","2.7066245"
"36306","2.9362388","2.9362388","2.9362388","2.8743694","2.8743694","2.8743694","2.706411","2.706411","2.706411"
"36338","2.9646606","2.9646606","2.9646606","2.897166","2.897166","2.897166","2.7166138","2.7166138","2.7166138"
"36370","2.9813843","2.9813843","2.9813843","2.9129539","2.9129539","2.9129539","2.7283225","2.7283225","2.7283225"
"36402","2.9866436","2.9866436","2.9866436","2.916911","2.916911","2.916911","2.732717","2.732717","2.732717"
"36434","2.989746","2.989746","2.989746","2.9198406","2.9198406","2.9198406","2.735433","2.735433","2.735433"
"36466","2.993327","2.993327","2.993327","2.919749","2.919749","2.919749","2.735789","2.735789","2.735789"
"36498","2.9950664","2.9950664","2.9950664","2.9214172","2.9214172","2.9214172","2.7356467","2.7356467","2.7356467"
"36530","3.0013022","3.0013022","3.0013022","2.9395752","2.9395752","2.9395752","2.7390137","2.7390137","2.7390137"
"36562","3.0056152","3.0056152","3.0056152","2.9519653","2.9519653","2.9519653","2.74057","2.74057","2.74057"
"36594","3.0073345","3.0073345","3.0073345","2.9539084","2.9539084","2.9539084","2.7399802","2.7399802","2.7399802"
"36626","3.008433","3.008433","3.008433","2.9561565","2.9561565","2.9561565","2.7397666","2.7397666","2.7397666"
"36658","3.008189","3.008189","3.008189","2.9568176","2.9568176","2.9568176","2.739614","2.739614","2.739614"
"36690","3.0082297","3.0082297","3.0082297","2.9585876","2.9585876","2.9585876","2.7385356","2.7385356","2.7385356"
"36722","3.014618","3.014618","3.014618","2.962728","2.962728","2.962728","2.7275188","2.7275188","2.7275188"
"36754","3.0290122","3.0290122","3.0290122","2.9710796","2.9710796","2.9710796","2.7028809","2.7028809","2.7028809"
"36786","3.035543","3.035543","3.035543","2.9744263","2.9744263","2.9744263","2.703237","2.703237","2.703237"
"36818","3.0388286","3.0388286","3.0388286","2.9756572","2.9756572","2.9756572","2.7045696","2.7045696","2.7045696"
"36850","3.0393677","3.0393677","3.0393677","2.9768066","2.9768066","2.9768066","2.70637","2.70637","2.70637"
"36882","3.040568","3.040568","3.040568","2.9760437","2.9760437","2.9760437","2.7076316","2.7076316","2.7076316"
"36914","3.0503337","3.0503337","3.0503337","2.986084","2.986084","2.986084","2.7105205","2.7105205","2.7105205"
"36946","3.0963645","3.0963645","3.0963645","3.0032654","3.0032654","3.0032654","2.7249756","2.7249756","2.7249756"
"36978","3.1175945","3.1175945","3.1175945","3.006775","3.006775","3.006775","2.7307842","2.7307842","2.7307842"
"37010","3.122335","3.122335","3.122335","3.0101829","3.0101829","3.0101829","2.7310894","2.7310894","2.7310894"
"37042","3.1241355","3.1241355","3.1241355","3.0108135","3.0108135","3.0108135","2.7297568","2.7297568","2.7297568"
"37074","3.1252239","3.1252239","3.1252239","3.012431","3.012431","3.012431","2.729004","2.729004","2.729004"
"37106","3.1268616","3.1268616","3.1268616","3.0156555","3.0156555","3.0156555","2.7288108","2.7288108","2.7288108"
"37138","3.1282554","3.1282554","3.1282554","3.0431418","3.0431418","3.0431418","2.7498882","2.7498882","2.7498882"
"37170","3.1303508","3.1303508","3.1303508","3.0627341","3.0627341","3.0627341","2.7633872","2.7633872","2.7633872"
"37202","3.1298625","3.1298625","3.1298625","3.0672812","3.0672812","3.0672812","2.7681682","2.7681682","2.7681682"
"37234","3.130839","3.130839","3.130839","3.0687256","3.0687256","3.0687256","2.7704163","2.7704163","2.7704163"
"37266","3.1319175","3.1319175","3.1319175","3.0690613","3.0690613","3.0690613","2.7717388","2.7717388","2.7717388"
"37298","3.1331177","3.1331177","3.1331177","3.0711975","3.0711975","3.0711975","2.7720847","2.7720847","2.7720847"
"37330","3.154246","3.154246","3.154246","3.0898845","3.0898845","3.0898845","2.7447205","2.7447205","2.7447205"
"37362","3.183136","3.183136","3.183136","3.1017864","3.1017864","3.1017864","2.7074077","2.7074077","2.7074077"
"37394","3.1894023","3.1894023","3.1894023","3.1054993","3.1054993","3.1054993","2.696818","2.696818","2.696818"
"37426","3.1909587","3.1909587","3.1909587","3.1073406","3.1073406","3.1073406","2.6958213","2.6958213","2.6958213"
"37458","3.1916404","3.1916404","3.1916404","3.1091614","3.1091614","3.1091614","2.6970012","2.6970012","2.6970012"
"37490","3.192393","3.192393","3.192393","3.1100059","3.1100059","3.1100059","2.6948345","2.6948345","2.6948345"
"37522","3.1947227","3.1947227","3.1947227","3.1123252","3.1123252","3.1123252","2.6940513","2.6940513","2.6940513"
"37554","3.2016094","3.2016094","3.2016094","3.1139324","3.1139324","3.1139324","2.6968791","2.6968791","2.6968791"
"37586","3.2035728","3.2035728","3.2035728","3.1142273","3.1142273","3.1142273","2.6960754","2.6960754","2.6960754"
"37618","3.2048442","3.2048442","3.2048442","3.1150413","3.1150413","3.1150413","2.6953533","2.6953533","2.6953533"
"37650","3.204071","3.204071","3.204071","3.1174622","3.1174622","3.1174622","2.695628","2.695628","2.695628"
"37682","3.2052307","3.2052307","3.2052307","3.1184287","3.1184287","3.1184287","2.6954246","2.6954246","2.6954246"
"37714","3.20401","3.20401","3.20401","3.1219382","3.1219382","3.1219382","2.6944377","2.6944377","2.6944377"
"37746","3.2027588","3.2027588","3.2027588","3.1309814","3.1309814","3.1309814","2.6954856","2.6954856","2.6954856"
"37778","3.202993","3.202993","3.202993","3.1335044","3.1335044","3.1335044","2.6971233","2.6971233","2.6971233"
"37810","3.2039695","3.2039695","3.2039695","3.132782","3.132782","3.132782","2.6975913","2.6975913","2.6975913"
"37842","3.205363","3.205363","3.205363","3.1325583","3.1325583","3.1325583","2.6975608","2.6975608","2.6975608"
"37874","3.2057395","3.2057395","3.2057395","3.1319072","3.1319072","3.1319072","2.7000122","2.7000122","2.7000122"
"37906","3.2078452","3.2078452","3.2078452","3.1342673","3.1342673","3.1342673","2.6991882","2.6991882","2.6991882"
"37938","3.2405295","3.2405295","3.2405295","3.1611023","3.1611023","3.1611023","2.6717937","2.6717937","2.6717937"
"37970","3.2538352","3.2538352","3.2538352","3.1728516","3.1728516","3.1728516","2.6520286","2.6520286","2.6520286"
"38002","3.2551982","3.2551982","3.2551982","3.1757407","3.1757407","3.1757407","2.6493735","2.6493735","2.6493735"
"38034","3.2571106","3.2571106","3.2571106","3.1758628","3.1758628","3.1758628","2.64682","2.64682","2.64682"
"38066","3.2590435","3.2590435","3.2590435","3.177063","3.177063","3.177063","2.645681","2.645681","2.645681"
"38098","3.2597759","3.2597759","3.2597759","3.1779175","3.1779175","3.1779175","2.6445312","2.6445312","2.6445312"
"38130","3.267334","3.267334","3.267334","3.1977642","3.1977642","3.1977642","2.6445618","2.6445618","2.6445618"
"38162","3.2732444","3.2732444","3.2732444","3.2130027","3.2130027","3.2130027","2.6464233","2.6464233","2.6464233"
"38194","3.2741294","3.2741294","3.2741294","3.2189841","3.2189841","3.2189841","2.6455994","2.6455994","2.6455994"
"38226","3.2760417","3.2760417","3.2760417","3.2195842","3.2195842","3.2195842","2.6464744","2.6464744","2.6464744"
"38258","3.2792053","3.2792053","3.2792053","3.2203472","3.2203472","3.2203472","2.6453452","2.6453452","2.6453452"
"38290","3.2803142","3.2803142","3.2803142","3.222107","3.222107","3.222107","2.6446228","2.6446228","2.6446228"
"38322","3.2861838","3.2861838","3.2861838","3.2277324","3.2277324","3.2277324","2.6503093","2.6503093","2.6503093"
"38354","3.30012","3.30012","3.30012","3.2362163","3.2362163","3.2362163","2.6691895","2.6691895","2.6691895"
"38386","3.3030803","3.3030803","3.3030803","3.2357993","3.2357993","3.2357993","2.6743774","2.6743774","2.6743774"
"38418","3.3058677","3.3058677","3.3058677","3.2383018","3.2383018","3.2383018","2.673991","2.673991","2.673991"
"38450","3.3095093","3.3095093","3.3095093","3.2409058","3.2409058","3.2409058","2.6725159","2.6725159","2.6725159"
"38482","3.3122966","3.3122966","3.3122966","3.2423606","3.2423606","3.2423606","2.6696372","2.6696372","2.6696372"
"38514","3.3214417","3.3214417","3.3214417","3.2493186","3.2493186","3.2493186","2.669098","2.669098","2.669098"
"38546","3.3635764","3.3635764","3.3635764","3.2710674","3.2710674","3.2710674","2.6759033","2.6759033","2.6759033"
"38578","3.3845215","3.3845215","3.3845215","3.2789512","3.2789512","3.2789512","2.6777854","2.6777854","2.6777854"
"38610","3.3904724","3.3904724","3.3904724","3.281189","3.281189","3.281189","2.6776633","2.6776633","2.6776633"
"38642","3.391439","3.391439","3.391439","3.2822876","3.2822876","3.2822876","2.6774192","2.6774192","2.6774192"
"38674","3.3920593","3.3920593","3.3920593","3.2814841","3.2814841","3.2814841","2.6776123","2.6776123","2.6776123"
"38706","3.3933005","3.3933005","3.3933005","3.2830303","3.2830303","3.2830303","2.67983","2.67983","2.67983"
"38738","3.3952231","3.3952231","3.3952231","3.306549","3.306549","3.306549","2.688609","2.688609","2.688609"
"38770","3.3969524","3.3969524","3.3969524","3.3230388","3.3230388","3.3230388","2.6989238","2.6989238","2.6989238"
"38802","3.3966167","3.3966167","3.3966167","3.330597","3.330597","3.330597","2.7027588","2.7027588","2.7027588"
"38834","3.3973594","3.3973594","3.3973594","3.333242","3.333242","3.333242","2.7027183","2.7027183","2.7027183"
"38866","3.3964438","3.3964438","3.3964438","3.3343608","3.3343608","3.3343608","2.7024639","2.7024639","2.7024639"
"38898","3.3983562","3.3983562","3.3983562","3.3349915","3.3349915","3.3349915","2.7037761","2.7037761","2.7037761"
"38930","3.4230042","3.4230042","3.4230042","3.3449402","3.3449402","3.3449402","2.7243145","2.7243145","2.7243145"
"38962","3.447876","3.447876","3.447876","3.3528342","3.3528342","3.3528342","2.7492473","2.7492473","2.7492473"
"38994","3.453949","3.453949","3.453949","3.3534343","3.3534343","3.3534343","2.7529602","2.7529602","2.7529602"
"39026","3.457306","3.457306","3.457306","3.354889","3.354889","3.354889","2.7529297","2.7529297","2.7529297"
"39058","3.458964","3.458964","3.458964","3.3561199","3.3561199","3.3561199","2.7543945","2.7543945","2.7543945"
"39090","3.459066","3.459066","3.459066","3.3568726","3.3568726","3.3568726","2.7557273","2.7557273","2.7557273"
"39122","3.463379","3.463379","3.463379","3.3572998","3.3572998","3.3572998","2.757548","2.757548","2.757548"
"39154","3.470927","3.470927","3.470927","3.3596294","3.3596294","3.3596294","2.7611084","2.7611084","2.7611084"
"39186","3.4746807","3.4746807","3.4746807","3.3616638","3.3616638","3.3616638","2.7609355","2.7609355","2.7609355"
"39218","3.4755352","3.4755352","3.4755352","3.3640544","3.3640544","3.3640544","2.76179","2.76179","2.76179"
"39250","3.4734497","3.4734497","3.4734497","3.365214","3.365214","3.365214","2.7626853","2.7626853","2.7626853"
"39282","3.473877","3.473877","3.473877","3.3663127","3.3663127","3.3663127","2.7605186","2.7605186","2.7605186"
"39314","3.4753215","3.4753215","3.4753215","3.3724773","3.3724773","3.3724773","2.7579956","2.7579956","2.7579956"
"39346","3.4754539","3.4754539","3.4754539","3.3885803","3.3885803","3.3885803","2.7572021","2.7572021","2.7572021"
"39378","3.477346","3.477346","3.477346","3.3943584","3.3943584","3.3943584","2.7575378","2.7575378","2.7575378"
"39410","3.480764","3.480764","3.480764","3.3957012","3.3957012","3.3957012","2.7582195","2.7582195","2.7582195"
"39442","3.4816387","3.4816387","3.4816387","3.3974407","3.3974407","3.3974407","2.7595215","2.7595215","2.7595215"
"39474","3.4820964","3.4820964","3.4820964","3.399109","3.399109","3.399109","2.758667","2.758667","2.758667"
"39506","3.4835105","3.4835105","3.4835105","3.400167","3.400167","3.400167","2.7608948","2.7608948","2.7608948"
"39538","3.5008545","3.5008545","3.5008545","3.4244385","3.4244385","3.4244385","2.7916667","2.7916667","2.7916667"
"39570","3.5152793","3.5152793","3.5152793","3.4374595","3.4374595","3.4374595","2.814138","2.814138","2.814138"
"39602","3.5184734","3.5184734","3.5184734","3.4428306","3.4428306","3.4428306","2.82312","2.82312","2.82312"
"39634","3.5198772","3.5198772","3.5198772","3.4452617","3.4452617","3.4452617","2.8266196","2.8266196","2.8266196"
"39666","3.5224204","3.5224204","3.5224204","3.448466","3.448466","3.448466","2.8267314","2.8267314","2.8267314"
"39698","3.524353","3.524353","3.524353","3.4497275","3.4497275","3.4497275","2.8271282","2.8271282","2.8271282"
"39730","3.5315552","3.5315552","3.5315552","3.4511821","3.4511821","3.4511821","2.8279114","2.8279114","2.8279114"
"39762","3.537262","3.537262","3.537262","3.446757","3.446757","3.446757","2.8314006","2.8314006","2.8314006"
"39794","3.5388286","3.5388286","3.5388286","3.4422202","3.4422202","3.4422202","2.831655","2.831655","2.831655"
"39826","3.5378215","3.5378215","3.5378215","3.4440308","3.4440308","3.4440308","2.8296916","2.8296916","2.8296916"
"39858","3.5375266","3.5375266","3.5375266","3.4439697","3.4439697","3.4439697","2.829061","2.829061","2.829061"
"39890","3.5396018","3.5396018","3.5396018","3.4432373","3.4432373","3.4432373","2.8313904","2.8313904","2.8313904"
"39922","3.5439048","3.5439048","3.5439048","3.4465637","3.4465637","3.4465637","2.833364","2.833364","2.833364"
"39954","3.5569358","3.5569358","3.5569358","3.4584556","3.4584556","3.4584556","2.8469849","2.8469849","2.8469849"
"39986","3.5607097","3.5607097","3.5607097","3.4612937","3.4612937","3.4612937","2.8496604","2.8496604","2.8496604"
"40018","3.5618796","3.5618796","3.5618796","3.4628093","3.4628093","3.4628093","2.8517864","2.8517864","2.8517864"
"40050","3.5602317","3.5602317","3.5602317","3.4640198","3.4640198","3.4640198","2.8500571","2.8500571","2.8500571"
"40082","3.5588176","3.5588176","3.5588176","3.4655762","3.4655762","3.4655762","2.8487449","2.8487449","2.8487449"
"40114","3.5646362","3.5646362","3.5646362","3.4692993","3.4692993","3.4692993","2.850637","2.850637","2.850637"
"40146","3.605825","3.605825","3.605825","3.4884238","3.4884238","3.4884238","2.8565063","2.8565063","2.8565063"
"40178","3.6316428","3.6316428","3.6316428","3.4955242","3.4955242","3.4955242","2.8559165","2.8559165","2.8559165"
"40210","3.6386414","3.6386414","3.6386414","3.497518","3.497518","3.497518","2.8559265","2.8559265","2.8559265"
"40242","3.6408386","3.6408386","3.6408386","3.4974265","3.4974265","3.4974265","2.8550925","2.8550925","2.8550925"
"40274","3.6438293","3.6438293","3.6438293","3.4971619","3.4971619","3.4971619","2.855123","2.855123","2.855123"
"40306","3.6447754","3.6447754","3.6447754","3.4972942","3.4972942","3.4972942","2.855296","2.855296","2.855296"
"40338","3.6448364","3.6448364","3.6448364","3.5098267","3.5098267","3.5098267","2.841685","2.841685","2.841685"
"40370","3.6434734","3.6434734","3.6434734","3.5090637","3.5090637","3.5090637","2.8258262","2.8258262","2.8258262"
"40402","3.643565","3.643565","3.643565","3.5092673","3.5092673","3.5092673","2.8147888","2.8147888","2.8147888"
"40434","3.6434531","3.6434531","3.6434531","3.509613","3.509613","3.509613","2.8157756","2.8157756","2.8157756"
"40466","3.6447349","3.6447349","3.6447349","3.5106711","3.5106711","3.5106711","2.8131003","2.8131003","2.8131003"
"40498","3.6468406","3.6468406","3.6468406","3.5101218","3.5101218","3.5101218","2.8119304","2.8119304","2.8119304"
"40530","3.658905","3.658905","3.658905","3.5150146","3.5150146","3.5150146","2.8180237","2.8180237","2.8180237"
"40562","3.683258","3.683258","3.683258","3.524882","3.524882","3.524882","2.8386028","2.8386028","2.8386028"
"40594","3.6918335","3.6918335","3.6918335","3.5240173","3.5240173","3.5240173","2.8487144","2.8487144","2.8487144"
"40626","3.695221","3.695221","3.695221","3.523407","3.523407","3.523407","2.849874","2.849874","2.849874"
"40658","3.6984558","3.6984558","3.6984558","3.522929","3.522929","3.522929","2.8508606","2.8508606","2.8508606"
"40690","3.6995342","3.6995342","3.6995342","3.5240173","3.5240173","3.5240173","2.8518882","2.8518882","2.8518882"
"40722","3.698761","3.698761","3.698761","3.5258586","3.5258586","3.5258586","2.8541465","2.8541465","2.8541465"
"40754","3.70341","3.70341","3.70341","3.5269573","3.5269573","3.5269573","2.8553672","2.8553672","2.8553672"
"40786","3.703176","3.703176","3.703176","3.527171","3.527171","3.527171","2.8542583","2.8542583","2.8542583"
"40818","3.7059124","3.7059124","3.7059124","3.528595","3.528595","3.528595","2.8539836","2.8539836","2.8539836"
"40850","3.7082825","3.7082825","3.7082825","3.5293376","3.5293376","3.5293376","2.854472","2.854472","2.854472"
"40882","3.7094421","3.7094421","3.7094421","3.5278423","3.5278423","3.5278423","2.8530376","2.8530376","2.8530376"
"40914","3.7108867","3.7108867","3.7108867","3.528941","3.528941","3.528941","2.851654","2.851654","2.851654"
"40946","3.7134502","3.7134502","3.7134502","3.5179648","3.5179648","3.5179648","2.8518982","2.8518982","2.8518982"
"40978","3.7149558","3.7149558","3.7149558","3.51297","3.51297","3.51297","2.8520713","2.8520713","2.8520713"
"41010","3.7163596","3.7163596","3.7163596","3.5085044","3.5085044","3.5085044","2.8523052","2.8523052","2.8523052"
"41042","3.7181091","3.7181091","3.7181091","3.5064697","3.5064697","3.5064697","2.8540344","2.8540344","2.8540344"
"41074","3.7196045","3.7196045","3.7196045","3.5053813","3.5053813","3.5053813","2.8548484","2.8548484","2.8548484"
"41106","3.7222698","3.7222698","3.7222698","3.5075073","3.5075073","3.5075073","2.8551636","2.8551636","2.8551636"
"41138","3.7340903","3.7340903","3.7340903","3.5175476","3.5175476","3.5175476","2.874288","2.874288","2.874288"
"41170","3.751831","3.751831","3.751831","3.52181","3.52181","3.52181","2.8971863","2.8971863","2.8971863"
"41202","3.7567444","3.7567444","3.7567444","3.5223796","3.5223796","3.5223796","2.9047241","2.9047241","2.9047241"
"41234","3.760661","3.760661","3.760661","3.522644","3.522644","3.522644","2.9067893","2.9067893","2.9067893"
"41266","3.7615051","3.7615051","3.7615051","3.5229595","3.5229595","3.5229595","2.907074","2.907074","2.907074"
"41298","3.76414","3.76414","3.76414","3.5230103","3.5230103","3.5230103","2.9072063","2.9072063","2.9072063"
"41330","3.7696228","3.7696228","3.7696228","3.538676","3.538676","3.538676","2.9081829","2.9081829","2.9081829"
"41362","3.77536","3.77536","3.77536","3.5540874","3.5540874","3.5540874","2.9082541","2.9082541","2.9082541"
"41394","3.7766216","3.7766216","3.7766216","3.5581157","3.5581157","3.5581157","2.9055686","2.9055686","2.9055686"
"41426","3.7777","3.7777","3.7777","3.561076","3.561076","3.561076","2.905243","2.905243","2.905243"
"41458","3.7753296","3.7753296","3.7753296","3.5605266","3.5605266","3.5605266","2.9060364","2.9060364","2.9060364"
"41490","3.7764995","3.7764995","3.7764995","3.5603538","3.5603538","3.5603538","2.905833","2.905833","2.905833"
"41522","3.7795818","3.7795818","3.7795818","3.5648193","3.5648193","3.5648193","2.9077048","2.9077048","2.9077048"
"41554","3.790741","3.790741","3.790741","3.5715332","3.5715332","3.5715332","2.9207053","2.9207053","2.9207053"
"41586","3.794159","3.794159","3.794159","3.5741172","3.5741172","3.5741172","2.9256797","2.9256797","2.9256797"
"41618","3.7949321","3.7949321","3.7949321","3.575938","3.575938","3.575938","2.9263408","2.9263408","2.9263408"
"41650","3.7959697","3.7959697","3.7959697","3.576528","3.576528","3.576528","2.9257812","2.9257812","2.9257812"
"41682","3.7984009","3.7984009","3.7984009","3.5763652","3.5763652","3.5763652","2.925415","2.925415","2.925415"
"41714","3.805186","3.805186","3.805186","3.5789084","3.5789084","3.5789084","2.9265544","2.9265544","2.9265544"
"41746","3.8397827","3.8397827","3.8397827","3.5900779","3.5900779","3.5900779","2.9289246","2.9289246","2.9289246"
"41778","3.8596702","3.8596702","3.8596702","3.594279","3.594279","3.594279","2.935079","2.935079","2.935079"
"41810","3.8630981","3.8630981","3.8630981","3.5941978","3.5941978","3.5941978","2.9384055","2.9384055","2.9384055"
"41842","3.865316","3.865316","3.865316","3.5935771","3.5935771","3.5935771","2.9384563","2.9384563","2.9384563"
"41874","3.8651938","3.8651938","3.8651938","3.593333","3.593333","3.593333","2.9398398","2.9398398","2.9398398"
"41906","3.8669536","3.8669536","3.8669536","3.5933228","3.5933228","3.5933228","2.9416606","2.9416606","2.9416606"
"41938","3.8679302","3.8679302","3.8679302","3.6115623","3.6115623","3.6115623","2.9677634","2.9677634","2.9677634"
